"relationId";"foodId";"userId";"quantity";"createdAt";"updatedAt"
"3c70ce6d-72bd-4e29-bf50-c7c2ad599a75";"food_bnuu4nzb68xes2a18874ebnzdata";"18e6f541-fdfc-4458-a2fc-306bb5e443f7";1.0;"2021-12-28 20:58:37";"2021-12-28 20:58:37"
"4166db12-eceb-4d8e-ae05-9a022f15f1dc";"food_bhppgmha1u27voagb8eptbp9g376";"7109d3b9-41d8-406d-bd29-c6b6a2fbd917";1.0;"2021-12-28 21:18:37";"2021-12-28 21:18:37"
"5c24e8cd-c506-4a06-bdf9-82e5f7981a64";"food_bhppgmha1u27voagb8eptbp9g376";"18e6f541-fdfc-4458-a2fc-306bb5e443f7";1.0;"2021-12-28 20:58:33";"2021-12-28 20:58:33"
"5dd9f884-95c5-431d-9a23-0bfa8529d8fb";"food_bhppgmha1u27voagb8eptbp9g376";"4ff0e4f0-b4ba-46d3-93c3-d3e0879172fc";1.0;"2021-12-29 19:39:02";"2021-12-29 19:39:02"
"a6606552-35c9-4095-b664-6d8430141412";"food_a2uzu1hbj0yi8nb6a0rbkb5gvgz4";"18e6f541-fdfc-4458-a2fc-306bb5e443f7";1.0;"2021-12-28 20:58:39";"2021-12-28 20:58:39"
"ac81d08b-b035-4ad0-ba40-e006e820feb8";"food_bhppgmha1u27voagb8eptbp9g376";"4ff0e4f0-b4ba-46d3-93c3-d3e0879172fc";1.0;"2021-12-29 19:34:19";"2021-12-29 19:34:19"
